Unnamed: 0,Instrument,CF_DATE,EXPIR_DATE,PUTCALLIND,STRIKE_PRC,CF_CLOSE_x,IMP_VOLT,CF_CLOSE_y,DELTA,VEGA,THETA,GAMMA,DELTA_HEDGE,VEGA_HEDGE,THETA_HEDGE,GAMMA_HEDGE,Price_Change,Price_Change_Abs
371,/GDAX175000F0.EX,2019-05-14,2020-06-19,CALL,17500.0,0.1,47.07,11991.62,,0.0,0.0,,,,,,,
374,/GDAX180000R0.EX,2019-07-18,2020-06-19,PUT ,18000.0,7689.0,65.37,12227.85,-1.0,0.0,101.5907086100965,0.0,-236.2299999999996,0.0,23998.773094963053,0.0,236.22999999999956,236.22999999999956
332,/GDAX142500R0.EX,2019-11-20,2020-06-19,PUT ,14250.0,3936.3,37.81,13158.14,-1.0,0.0,80.58228979855198,8.998714810735818e-10,-930.289999999999,0.0,74964.89837669485,8.371414401279417e-07,930.289999999999,930.289999999999
358,/GDAX149000R0.EX,2020-01-15,2020-06-19,PUT ,14900.0,4586.7,42.77,13432.3,-1.0,0.0,84.33129828388837,0.0,-274.15999999999985,0.0,23120.268737510825,0.0,274.15999999999985,274.15999999999985
348,/GDAX146500R0.EX,2020-01-20,2020-06-19,PUT ,14650.0,4336.5,40.93,13548.94,-1.0,0.0,82.92278370141116,0.0,-116.64000000000124,0.0,9672.1134909327,0.0,116.64000000000124,116.64000000000124
367,/GDAX165000F0.EX,2020-02-12,2020-06-19,CALL,16500.0,0.1,42.11,13749.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.84000000000015,200.84000000000015
308,/GDAX136500R0.EX,2020-02-13,2020-06-19,PUT ,13650.0,3336.0,33.34,13745.43,-1.0,0.0,77.2913342686868,0.0,4.350000000000364,-0.0,-336.2173040688157,-0.0,-4.350000000000364,4.350000000000364
338,/GDAX144000R0.EX,2020-02-14,2020-06-19,PUT ,14400.0,4086.4,39.05,13744.21,-1.0,0.0,81.53937744492919,0.0,1.2200000000011642,-0.0,-99.47804048290853,-0.0,-1.2200000000011642,1.2200000000011642
342,/GDAX145000R0.EX,2020-02-21,2020-06-19,PUT ,14500.0,4186.4,39.72,13579.33,-1.0,0.0,82.11455122570237,0.0,164.8799999999992,-0.0,-13539.04720609374,-0.0,-164.8799999999992,164.8799999999992
13,/GDAX44000F0.EX,2020-02-26,2020-06-19,CALL,4400.0,5922.7,107.54,12774.88,0.999999998720522,-0.0004392480150272,-32.605716032953865,3.703968928754655e-15,-804.4499989707247,0.3533530656886799,26229.66826270976,-2.9796578047366848e-12,-804.4500000000007,804.4500000000007
373,/GDAX180000F0.EX,2020-02-27,2020-06-19,CALL,18000.0,0.1,49.42,12367.46,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-407.4200000000001,407.4200000000001
366,/GDAX160000R0.EX,2020-02-28,2020-06-19,PUT ,16000.0,5687.5,51.09,11890.35,-1.0,0.0,90.61901274519867,0.0,477.1099999999988,-0.0,-43235.237170861634,-0.0,-477.10999999999876,477.10999999999876
377,/GDAX190000F0.EX,2020-02-28,2020-06-19,CALL,19000.0,0.1,53.91,11890.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,/GDAX185000F0.EX,2020-02-28,2020-06-19,CALL,18500.0,0.1,51.7,11890.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,/GDAX170000F0.EX,2020-03-02,2020-06-19,CALL,17000.0,0.1,44.63,11857.87,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-32.47999999999956,32.47999999999956
326,/GDAX141000R0.EX,2020-03-04,2020-06-19,PUT ,14100.0,3786.2,36.56,12127.69,-1.0,0.0,79.86420752760114,0.0,-269.8199999999997,0.0,21548.96047509732,0.0,269.8199999999997,269.8199999999997
334,/GDAX143000R0.EX,2020-03-05,2020-06-19,PUT ,14300.0,3986.3,38.15,11944.72,-1.0,0.0,80.99829133008234,0.0,182.9700000000012,-0.0,-14820.25736466526,-0.0,-182.97000000000116,182.97000000000116
319,/GDAX139500F0.EX,2020-03-06,2020-06-19,CALL,13950.0,0.4,31.38,11541.87,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-402.84999999999854,402.84999999999854
316,/GDAX138500R0.EX,2020-03-09,2020-06-19,PUT ,13850.0,3536.1,34.8,10625.02,-1.0,0.0,78.45426852438709,0.0,916.8500000000004,-0.0,-71930.79609658434,-0.0,-916.8500000000004,916.8500000000004
320,/GDAX139500R0.EX,2020-03-09,2020-06-19,PUT ,13950.0,3636.1,35.52,10625.02,-1.000000000021828,0.0,79.02072533686032,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
5,/GDAX40000F0.EX,2020-03-09,2020-06-19,CALL,4000.0,6322.5,118.17,10625.02,0.9999999998854036,-3.072727849939838e-06,-30.56999023781418,1.8189894035458565e-06,0.0,-0.0,-0.0,0.0,0.0,0.0
252,/GDAX122500R0.EX,2020-03-11,2020-06-19,PUT ,12250.0,1938.1,24.4,10438.68,-1.0,0.0,69.39311530451823,0.0,186.34000000000012,-0.0,-12930.713105843935,-0.0,-186.34000000000015,186.34000000000015
260,/GDAX124500R0.EX,2020-03-11,2020-06-19,PUT ,12450.0,2137.0,25.37,10438.68,-1.000000000021828,0.0,70.52606412563887,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
295,/GDAX133500F0.EX,2020-03-12,2020-06-19,CALL,13350.0,0.7,28.88,9161.13,0.0,0.0,0.0,1.2293283981515785e-08,-0.0,-0.0,-0.0,-1.5705284950585503e-05,-1277.550000000001,1277.550000000001
248,/GDAX121500R0.EX,2020-03-12,2020-06-19,PUT ,12150.0,1839.0,24.0,9161.13,-1.000000000021828,0.0,68.82771000926505,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
343,/GDAX145500F0.EX,2020-03-12,2020-06-19,CALL,14550.0,0.2,34.0,9161.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,/GDAX146000R0.EX,2020-03-12,2020-06-19,PUT ,14600.0,4286.5,40.6,9161.13,-1.000000000021828,0.0,82.7065486528229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
323,/GDAX140500F0.EX,2020-03-13,2020-06-19,CALL,14050.0,0.3,32.08,9232.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.95000000000073,70.95000000000073
339,/GDAX144500F0.EX,2020-03-13,2020-06-19,CALL,14450.0,0.3,33.36,9232.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,/GDAX76000F0.EX,2020-03-16,2020-06-19,CALL,7600.0,2755.2,59.48,8742.25,1.0000000000042275,3.3337528293486685e-07,-59.21738922638963,1.8734659037344064e-17,-489.8300000020708,-0.0001632972148399,29006.453764762427,-9.176798036262242e-15,-489.8299999999999,489.8299999999999
15,/GDAX45000F0.EX,2020-03-16,2020-06-19,CALL,4500.0,5822.8,105.36,8742.25,1.00000000052205,9.843915904639289e-06,-35.062910958432894,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
3,/GDAX36000F0.EX,2020-03-17,2020-06-19,CALL,3600.0,6722.5,130.77,8939.1,0.999999998529631,-1.799758138076868e-05,-28.130354145009505,9.418277124512723e-15,196.84999971055825,-0.0035428238948043,-5537.460213445132,1.853987851960333e-12,196.85000000000036,196.85000000000036
351,/GDAX147500F0.EX,2020-03-17,2020-06-19,CALL,14750.0,0.2,35.27,8939.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,/GDAX141500F0.EX,2020-03-17,2020-06-19,CALL,14150.0,0.3,32.15,8939.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,/GDAX137000R0.EX,2020-03-18,2020-06-19,PUT ,13700.0,3386.1,33.71,8441.71,-1.0,0.0,77.615433185352,0.0,497.3900000000013,-0.0,-38605.14031206233,-0.0,-497.39000000000124,497.39000000000124
41,/GDAX64000F0.EX,2020-03-18,2020-06-19,CALL,6400.0,3931.1,72.32,8441.71,1.0000000037962309,-2.151568878616672e-05,-50.15310651748917,9.094947017729282e-07,0.0,-0.0,-0.0,0.0,0.0,0.0
93,/GDAX83000F0.EX,2020-03-19,2020-06-19,CALL,8300.0,2086.8,52.32,8610.43,0.9999999999938494,4.7657522372901446e-08,-65.23055108541075,1.332750226308353e-15,168.71999999896343,8.040777174755987e-06,-11005.698579130578,2.248616181827469e-13,168.72000000000116,168.72000000000116
59,/GDAX74000F0.EX,2020-03-19,2020-06-19,CALL,7400.0,2949.1,61.53,8610.43,1.000000000340151,-9.591985872248188e-07,-58.15735551382284,2.2737367544323206e-06,0.0,-0.0,-0.0,0.0,0.0,0.0
29,/GDAX56000F0.EX,2020-03-19,2020-06-19,CALL,5600.0,4725.4,83.6,8610.43,1.000000007888957,-5.5214331950992346e-05,-44.01098570490808,2.2737367544323206e-06,0.0,-0.0,-0.0,0.0,0.0,0.0
272,/GDAX127500R0.EX,2020-03-19,2020-06-19,PUT ,12750.0,2436.3,27.19,8610.43,-1.000000000021828,0.0,72.23446313597651,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
365,/GDAX160000F0.EX,2020-03-20,2020-06-19,CALL,16000.0,0.1,39.5,8928.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.52000000000044,318.52000000000044
115,/GDAX88500F0.EX,2020-03-23,2020-06-19,CALL,8850.0,1582.0,46.87,8741.15,0.999999982395742,-3.828881744993851e-06,-70.3768895331882,3.233278737622357e-12,-187.79999669392143,0.0007190639917098,13216.77985433282,-6.072097469254821e-10,-187.8000000000011,187.8000000000011
311,/GDAX137500F0.EX,2020-03-24,2020-06-19,CALL,13750.0,0.5,30.45,9700.57,0.0,0.0,0.0,1.7928530234092421e-12,0.0,0.0,0.0,1.7200990477192951e-09,959.4200000000001,959.4200000000001
306,/GDAX136000R0.EX,2020-03-24,2020-06-19,PUT ,13600.0,3286.0,32.97,9700.57,-1.000000000021828,0.0,77.0560784685822,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
131,/GDAX92500F0.EX,2020-03-24,2020-06-19,CALL,9250.0,1231.7,43.07,9700.57,0.9999987344599504,-0.0003844074853986,-73.78033438828197,3.637978807091713e-06,0.0,-0.0,-0.0,0.0,0.0,0.0
113,/GDAX88000F0.EX,2020-03-24,2020-06-19,CALL,8800.0,1626.9,47.35,9700.57,0.9999999960200512,-1.8857463146559892e-06,-70.18939641071779,4.547473508864641e-06,0.0,-0.0,-0.0,0.0,0.0,0.0
355,/GDAX148500F0.EX,2020-03-24,2020-06-19,CALL,14850.0,0.2,34.79,9700.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,/GDAX149500F0.EX,2020-03-27,2020-06-19,CALL,14950.0,0.2,35.4,9632.52,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-68.04999999999927,68.04999999999927
95,/GDAX83500F0.EX,2020-03-27,2020-06-19,CALL,8350.0,2040.0,51.81,9632.52,1.0000000002037268,1.191438059322536e-07,-67.21077408466317,1.8189894035458565e-06,0.0,0.0,-0.0,0.0,0.0,0.0
105,/GDAX86000F0.EX,2020-03-30,2020-06-19,CALL,8600.0,1808.6,49.29,9815.97,0.9999999996535393,-1.0822986951097847e-07,-69.87172120127957,8.249699810988373e-14,183.4499999364407,-1.985476956178888e-05,-12817.96725437466,1.5134074303258077e-11,183.4499999999989,183.4499999999989
312,/GDAX137500R0.EX,2020-04-01,2020-06-19,PUT ,13750.0,3436.1,34.08,9544.75,-1.0,0.0,77.91564340280115,0.0,271.21999999999935,-0.0,-21132.28080370768,-0.0,-271.21999999999935,271.21999999999935
147,/GDAX96500F0.EX,2020-04-02,2020-06-19,CALL,9650.0,903.3,39.27,9570.82,0.9999502616004278,-0.0077275020885281,-79.21799693920752,3.1858913149180597e-09,26.06870331992286,-0.201455979447926,-2065.213180205117,8.30561865799129e-08,26.06999999999971,26.06999999999971
353,/GDAX148000F0.EX,2020-04-02,2020-06-19,CALL,14800.0,0.2,34.49,9570.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,/GDAX100500F0.EX,2020-04-03,2020-06-19,CALL,10050.0,607.2,35.45,9525.77,0.9685065699856232,-17.076274257397017,-123.66000993434044,7.557021936275135e-06,-43.631220977851626,769.2861552957232,5570.883447541947,-0.0003404438382291,-45.04999999999927,45.04999999999927
250,/GDAX122000R0.EX,2020-04-06,2020-06-19,PUT ,12200.0,1888.5,24.19,10075.17,-1.0,0.0,69.13779491298828,4.2138386755349215e-08,-549.3999999999996,0.0,37984.30452519574,2.3150829683388843e-05,549.3999999999996,549.3999999999996
119,/GDAX89500F0.EX,2020-04-06,2020-06-19,CALL,8950.0,1492.9,45.91,10075.17,0.9999999821047822,-5.109541234560311e-06,-74.37409678971107,2.7284841053187847e-06,0.0,-0.0,-0.0,0.0,0.0,0.0
14,/GDAX44000R0.EX,2020-04-07,2020-06-19,PUT ,4400.0,1.2,92.7,10356.7,-4.875632041902296e-10,1.4487250155070797e-05,-11.749780648046452,3.3682217420115872e-15,-1.3726366887567565e-07,0.004078595536157,-3307.9157458445256,9.482554670285245e-13,281.53000000000065,281.53000000000065
27,/GDAX55000F0.EX,2020-04-08,2020-06-19,CALL,5500.0,4825.0,85.14,10332.89,1.0000000043432478,-4.3897307477891445e-05,-46.009786934485646,6.624461734078772e-12,-23.81000010341404,0.0010451948910486,1095.4930269101635,-1.5772843388842424e-10,-23.81000000000131,23.81000000000131
49,/GDAX68000F0.EX,2020-04-08,2020-06-19,CALL,6800.0,3536.3,67.59,10332.89,0.999999467012458,0.0005642598807753,-56.88426009249622,4.547473508864641e-07,0.0,0.0,-0.0,0.0,0.0,0.0
314,/GDAX138000R0.EX,2020-04-09,2020-06-19,PUT ,13800.0,3486.1,34.44,10564.74,-1.0,0.0,78.20869114515813,0.0,-231.8500000000004,0.0,18132.68504200494,0.0,231.85000000000036,231.85000000000036
143,/GDAX95500F0.EX,2020-04-14,2020-06-19,CALL,9550.0,982.9,40.22,10696.56,0.9999830619488438,-0.0016348210920114,-81.56439570943212,1.2820465791378174e-09,131.8177672260963,-0.2155021163489432,-10751.818642417318,1.6899938006194677e-07,131.8199999999997,131.8199999999997
73,/GDAX78000F0.EX,2020-04-14,2020-06-19,CALL,7800.0,2562.2,57.39,10696.56,0.9999999993851816,4.094363248441368e-06,-66.60272488956127,3.183231456205249e-06,0.0,0.0,-0.0,0.0,0.0,0.0
303,/GDAX135500F0.EX,2020-04-15,2020-06-19,CALL,13550.0,0.6,29.78,10279.76,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-416.7999999999993,416.7999999999993
135,/GDAX93500F0.EX,2020-04-15,2020-06-19,CALL,9350.0,1147.1,42.14,10279.76,0.9999982752560754,-0.0002486668563506,-80.1203571567537,1.8189894035458565e-06,0.0,-0.0,-0.0,0.0,0.0,0.0
349,/GDAX147000F0.EX,2020-04-16,2020-06-19,CALL,14700.0,0.2,34.96,10301.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.780000000000655,21.780000000000655
256,/GDAX123500R0.EX,2020-04-16,2020-06-19,PUT ,12350.0,2037.4,24.86,10301.54,-1.000000000021828,0.0,69.998722059501,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
345,/GDAX146000F0.EX,2020-04-16,2020-06-19,CALL,14600.0,0.2,34.32,10301.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,/GDAX155000F0.EX,2020-04-17,2020-06-19,CALL,15500.0,0.2,38.64,10625.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.2399999999998,324.2399999999998
300,/GDAX134500R0.EX,2020-04-17,2020-06-19,PUT ,13450.0,3136.0,31.84,10625.78,-1.000000000021828,0.0,76.23461021696858,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
123,/GDAX90500F0.EX,2020-04-17,2020-06-19,CALL,9050.0,1404.7,44.95,10625.78,0.9999999578212736,-6.485151970991865e-06,-78.09813068694007,4.547473508864641e-06,0.0,-0.0,-0.0,0.0,0.0,0.0
357,/GDAX149000F0.EX,2020-04-20,2020-06-19,CALL,14900.0,0.2,35.09,10675.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11999999999898,50.11999999999898
362,/GDAX150000R0.EX,2020-04-20,2020-06-19,PUT ,15000.0,4686.8,43.64,10675.9,-1.000000000021828,0.0,85.02397341930146,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
276,/GDAX128500R0.EX,2020-04-21,2020-06-19,PUT ,12850.0,2536.2,27.83,10249.85,-1.0,0.0,72.83833530931497,0.0,426.0499999999993,-0.0,-31032.77275853359,-0.0,-426.0499999999993,426.0499999999993
294,/GDAX133000R0.EX,2020-04-21,2020-06-19,PUT ,13300.0,2986.0,30.85,10249.85,-1.000000000021828,0.0,75.38909413309739,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
291,/GDAX132500F0.EX,2020-04-21,2020-06-19,CALL,13250.0,0.8,28.61,10249.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,/GDAX81000F0.EX,2020-04-22,2020-06-19,CALL,8100.0,2275.4,54.33,10415.03,0.9999999983928268,6.446421139116865e-05,-71.17762601774052,1.8514615677817466e-13,165.17999973452743,0.0106481984375932,-11757.1202656104,3.058244217661894e-11,165.1800000000003,165.1800000000003
89,/GDAX82000F0.EX,2020-04-22,2020-06-19,CALL,8200.0,2180.8,53.31,10415.03,0.9999999841056706,6.67746462568175e-05,-72.05634470522409,1.8189894035458565e-06,0.0,0.0,-0.0,0.0,0.0,0.0
361,/GDAX150000F0.EX,2020-04-23,2020-06-19,CALL,15000.0,0.2,35.7,10513.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.76000000000022,98.76000000000022
322,/GDAX140000R0.EX,2020-04-24,2020-06-19,PUT ,14000.0,3686.2,35.87,10336.09,-1.0,0.0,79.36063931294302,0.0,177.70000000000073,-0.0,-14102.385605910033,-0.0,-177.70000000000073,177.70000000000073
341,/GDAX145000F0.EX,2020-04-24,2020-06-19,CALL,14500.0,0.3,33.68,10336.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,/GDAX146500F0.EX,2020-04-24,2020-06-19,CALL,14650.0,0.2,34.64,10336.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,/GDAX41000R0.EX,2020-04-27,2020-06-19,PUT ,4100.0,0.8,95.43,10659.99,1.5065180237743444e-09,5.146230250829831e-05,-13.46688920084307,3.7904466304827736e-14,4.879611879005097e-07,0.0166686397824378,-4361.925412153066,1.227725663613369e-11,323.89999999999964,323.89999999999964
6,/GDAX40000R0.EX,2020-04-27,2020-06-19,PUT ,4000.0,0.7,97.84,10659.99,-7.185008144006133e-09,-3.623117663664743e-05,-13.13837586820432,9.094947017729282e-07,-0.0,-0.0,-0.0,0.0,0.0,0.0
12,/GDAX43000R0.EX,2020-04-27,2020-06-19,PUT ,4300.0,1.0,93.82,10659.99,-5.220499588176609e-08,0.0001113536200136,-14.12381028125219,2.7284841053187847e-06,-0.0,0.0,-0.0,0.0,0.0,0.0
10,/GDAX42000R0.EX,2020-04-27,2020-06-19,PUT ,4200.0,0.9,94.76,10659.99,-5.3387338994070894e-08,9.9023509392282e-05,-13.795313480195093,1.8189894035458565e-06,-0.0,0.0,-0.0,0.0,0.0,0.0
224,/GDAX115500R0.EX,2020-04-27,2020-06-19,PUT ,11550.0,1259.8,23.57,10659.99,-1.000000000021828,0.0,65.47557852387854,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
315,/GDAX138500F0.EX,2020-04-27,2020-06-19,CALL,13850.0,0.4,31.18,10659.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,/GDAX131500F0.EX,2020-04-28,2020-06-19,CALL,13150.0,0.9,28.04,10795.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.63999999999942,135.63999999999942
